Year,Quadrant,Transients,Unknown,"J,K,L Pod",Southern Residents
2020,414,41,2,58,0
2020,415,22,1,21,0
2020,416,28,6,32,0
2020,417,28,10,4,0
2020,418,15,4,3,0
2020,419,38,4,25,0
2020,420,40,4,52,0
2020,421,8,2,20,0
2020,422,44,18,18,0
2020,423,24,0,0,0
2020,424,34,0,0,0
2020,425,22,2,0,0
2020,426,21,4,0,0
2020,427,6,5,0,0
2020,428,3,0,0,0
2020,429,1,0,0,0
2020,430,0,8,0,0
2020,431,0,2,0,0
2020,432,3,2,0,0
2020,433,13,0,0,0
2020,434,2,25,0,0
2020,437,2,0,0,0
2020,439,0,1,0,0
2020,440,0,2,0,0
2020,442,1,5,0,0
2020,443,1,0,0,0
2020,445,0,10,0,0
2020,999,1,0,0,0
2020,NA,94,76,58,0
2021,12,0,0,1,0
2021,20,0,1,1,0
2021,21,0,2,0,0
2021,23,0,1,0,0
2021,24,0,0,1,0
2021,35,0,1,0,0
2021,38,0,1,0,0
2021,40,0,1,0,0
2021,42,0,0,1,0
2021,43,0,0,1,0
2021,46,0,2,0,0
2021,48,0,1,0,0
2021,51,0,1,0,0
2021,52,0,0,1,0
2021,54,0,0,1,0
2021,59,0,1,0,0
2021,60,0,1,0,0
2021,64,0,0,1,0
2021,65,0,0,1,0
2021,66,0,2,0,0
2021,71,0,1,0,0
2021,77,0,1,1,0
2021,79,0,0,1,0
2021,80,0,4,0,0
2021,81,0,4,2,0
2021,82,0,1,1,0
2021,95,0,1,2,0
2021,96,0,4,1,0
2021,97,0,6,2,0
2021,98,0,1,0,0
2021,101,0,1,0,0
2021,113,0,8,2,0
2021,119,0,2,0,0
2021,122,1,1,0,0
2021,123,5,9,12,0
2021,124,2,2,4,0
2021,127,0,1,0,0
2021,128,1,2,0,0
2021,129,1,0,0,0
2021,135,1,0,0,0
2021,136,3,2,0,0
2021,139,1,0,0,0
2021,140,0,0,2,0
2021,141,7,0,0,0
2021,142,3,0,0,0
2021,143,2,0,0,0
2021,144,0,0,1,0
2021,148,1,2,0,0
2021,149,10,1,0,0
2021,150,4,1,1,0
2021,151,7,19,5,0
2021,152,7,6,3,0
2021,153,9,6,2,0
2021,154,9,3,0,0
2021,155,0,5,0,0
2021,159,0,2,0,0
2021,160,0,3,0,0
2021,161,1,0,0,0
2021,162,3,5,1,0
2021,163,5,2,2,0
2021,164,4,6,0,0
2021,165,2,1,1,0
2021,166,5,1,1,0
2021,167,21,6,2,0
2021,168,21,4,1,0
2021,169,22,9,7,0
2021,170,11,9,4,0
2021,171,1,0,1,0
2021,173,1,0,1,0
2021,174,0,1,0,0
2021,175,2,8,0,0
2021,176,18,33,9,0
2021,177,4,3,1,0
2021,179,2,1,0,0
2021,180,2,1,0,0
2021,181,62,101,60,0
2021,182,6,1,0,0
2021,183,5,1,0,0
2021,184,15,14,8,0
2021,185,15,21,9,0
2021,186,14,15,6,0
2021,187,6,12,3,0
2021,188,32,24,13,0
2021,189,9,7,1,0
2021,190,2,4,0,0
2021,191,9,8,0,0
2021,192,32,10,8,0
2021,193,11,3,3,0
2021,194,6,1,1,0
2021,195,5,3,0,0
2021,196,1,0,0,0
2021,198,4,1,0,0
2021,199,1,1,0,0
2021,200,1,0,0,0
2021,201,0,3,0,0
2021,204,0,1,0,0
2021,207,1,0,0,0
2021,208,2,1,0,0
2021,209,8,5,1,0
2021,210,4,4,2,0
2021,211,3,1,0,0
2021,212,2,1,0,0
2021,213,1,0,0,0
2021,214,0,11,0,0
2021,215,15,8,0,0
2021,216,0,3,0,0
2021,217,0,1,0,0
2021,219,2,6,0,0
2021,220,2,5,0,0
2021,221,1,2,1,0
2021,222,1,11,1,0
2021,223,1,0,0,0
2021,224,10,3,0,0
2021,225,11,8,0,0
2021,226,3,0,1,0
2021,227,0,1,0,0
2021,228,3,0,0,0
2021,229,5,0,0,0
2021,230,11,1,0,0
2021,231,8,2,0,0
2021,232,1,5,1,0
2021,233,1,0,0,0
2021,234,1,2,2,0
2021,235,1,0,1,0
2021,236,1,0,2,0
2021,237,4,0,0,0
2021,238,3,0,0,0
2021,239,3,3,1,0
2021,240,4,2,1,0
2021,241,4,0,2,0
2021,242,1,0,0,0
2021,243,3,0,0,0
2021,244,1,1,0,0
2021,246,1,2,0,0
2021,247,1,3,1,0
2021,249,1,1,1,0
2021,250,0,1,0,0
2021,251,0,2,0,0
2021,254,0,3,2,0
2021,258,0,0,1,0
2021,259,0,1,0,0
2021,260,5,1,4,0
2021,261,0,2,1,0
2021,262,1,3,0,0
2021,263,0,1,0,0
2021,264,0,6,7,0
2021,265,1,1,1,0
2021,266,0,0,1,0
2021,269,1,0,0,0
2021,273,1,4,0,0
2021,274,1,0,0,0
2021,292,0,2,0,0
2021,293,0,0,1,0
2021,294,0,2,0,0
2021,295,0,2,0,0
2021,297,0,1,0,0
2021,300,0,5,0,0
2021,303,1,0,0,0
2021,305,1,2,0,0
2021,307,3,6,0,0
2021,314,0,1,0,0
2021,318,0,1,0,0
2021,319,1,0,0,0
2021,339,0,1,0,0
2021,343,1,3,0,0
2021,351,0,2,0,0
2021,357,1,0,0,0
2021,358,2,5,0,0
2021,359,4,3,0,0
2021,360,3,3,0,0
2021,363,3,0,0,0
2021,364,0,1,0,0
2021,365,9,16,0,0
2021,366,2,8,0,0
2021,367,0,2,0,0
2021,368,0,3,0,0
2021,371,0,2,0,0
2021,372,1,5,0,0
2021,373,6,8,0,0
2021,374,2,0,0,0
2021,375,12,18,0,0
2021,376,1,0,0,0
2021,377,0,1,0,0
2021,378,13,5,0,0
2021,379,8,14,0,0
2021,380,0,3,0,0
2021,381,6,12,0,0
2021,382,0,2,0,0
2021,383,14,28,1,0
2021,384,10,29,0,0
2021,385,1,10,0,0
2021,386,26,92,1,0
2021,387,4,24,0,0
2021,388,6,21,1,0
2021,389,4,5,4,0
2021,390,10,25,1,0
2021,391,16,23,0,0
2021,392,17,53,5,0
2021,393,1,5,0,0
2021,394,8,32,8,0
2021,395,4,14,0,0
2021,396,7,9,1,0
2021,397,4,16,1,0
2021,398,7,41,2,0
2021,399,0,2,0,0
2021,400,9,23,2,0
2021,401,29,113,8,0
2021,402,12,38,1,0
2021,403,3,4,0,0
2021,404,1,12,0,0
2021,405,1,5,0,0
2021,406,0,4,0,0
2021,407,14,55,4,0
2021,408,12,52,7,0
2021,409,4,25,0,0
2021,410,2,44,2,0
2021,411,1,21,0,0
2021,412,14,84,1,0
2021,413,7,35,6,0
2021,414,7,55,1,0
2021,415,2,24,2,0
2021,416,4,29,0,0
2021,417,3,39,1,0
2021,418,3,17,0,0
2021,419,10,50,5,0
2021,420,8,68,2,0
2021,421,4,29,0,0
2021,422,4,77,1,0
2021,423,2,26,0,0
2021,424,2,17,0,0
2021,425,3,22,0,0
2021,426,6,39,0,0
2021,427,1,15,0,0
2021,428,1,3,0,0
2021,429,3,7,0,0
2021,430,1,15,0,0
2021,431,0,2,0,0
2021,432,2,18,0,0
2021,433,5,47,0,0
2021,434,5,8,0,0
2021,435,1,19,0,0
2021,436,3,5,0,0
2021,437,0,7,0,0
2021,438,2,3,0,0
2021,439,2,3,0,0
2021,440,8,22,0,0
2021,441,0,1,0,0
2021,442,2,13,0,0
2021,443,3,10,0,0
2021,444,0,4,0,0
2021,445,2,21,0,0
2021,NA,10,32,15,0
2022,12,0,1,0,0
2022,18,0,1,4,0
2022,22,0,0,1,0
2022,25,0,0,1,0
2022,32,0,0,1,0
2022,42,0,0,2,0
2022,47,0,0,3,0
2022,53,1,0,0,0
2022,54,1,1,2,0
2022,60,0,0,3,0
2022,65,0,0,1,0
2022,72,0,0,1,0
2022,76,0,0,1,0
2022,77,0,0,6,0
2022,80,1,2,1,0
2022,81,0,0,14,0
2022,82,0,0,2,0
2022,89,0,2,2,0
2022,94,0,0,2,0
2022,95,0,0,1,0
2022,96,0,0,7,0
2022,97,1,5,8,0
2022,113,0,0,3,0
2022,114,0,0,1,0
2022,115,0,0,1,0
2022,116,0,0,3,0
2022,119,0,0,3,0
2022,122,0,1,2,0
2022,123,11,2,23,0
2022,124,8,2,11,0
2022,125,0,0,2,0
2022,127,0,0,1,0
2022,128,0,0,3,0
2022,135,0,0,1,0
2022,136,0,0,2,0
2022,137,0,0,3,0
2022,138,0,0,1,0
2022,139,0,0,1,0
2022,140,0,0,11,0
2022,141,0,0,8,0
2022,142,0,0,1,0
2022,146,0,1,0,0
2022,149,4,1,0,0
2022,150,2,1,2,0
2022,151,1,0,24,0
2022,152,0,1,79,0
2022,153,0,1,22,0
2022,154,0,1,1,0
2022,155,2,3,18,0
2022,156,2,2,2,0
2022,158,0,2,0,0
2022,160,0,0,1,0
2022,161,1,0,1,0
2022,162,0,1,10,0
2022,163,0,1,18,0
2022,164,0,3,39,0
2022,165,0,0,1,0
2022,166,1,1,0,0
2022,167,5,0,1,0
2022,168,2,1,0,0
2022,169,4,3,12,0
2022,170,2,2,27,0
2022,171,0,0,2,0
2022,172,1,0,0,0
2022,173,1,0,0,0
2022,174,4,0,0,0
2022,175,0,0,11,0
2022,176,11,8,47,0
2022,177,7,0,4,0
2022,180,2,0,0,0
2022,181,32,21,159,0
2022,182,5,0,2,1
2022,183,1,0,0,0
2022,184,0,15,82,0
2022,185,2,12,41,0
2022,186,19,8,7,0
2022,187,5,3,0,0
2022,188,14,21,15,0
2022,189,5,8,2,0
2022,190,3,2,1,0
2022,191,7,6,6,0
2022,192,4,8,5,0
2022,193,1,2,2,0
2022,194,1,0,0,0
2022,195,2,1,1,0
2022,197,2,1,0,0
2022,198,1,2,0,0
2022,199,0,1,0,0
2022,200,0,1,0,0
2022,207,1,0,0,0
2022,209,2,4,0,0
2022,210,2,2,2,0
2022,211,1,0,0,0
2022,213,1,0,0,0
2022,214,1,4,0,0
2022,215,4,6,2,0
2022,216,1,5,0,0
2022,217,1,0,0,0
2022,218,2,6,1,0
2022,219,6,2,1,0
2022,220,3,0,0,0
2022,222,8,3,0,0
2022,224,0,3,0,0
2022,225,3,0,1,0
2022,226,0,0,4,0
2022,227,0,1,8,0
2022,228,0,3,4,0
2022,229,0,0,2,0
2022,230,6,0,1,0
2022,231,3,1,3,0
2022,232,3,1,2,0
2022,233,2,0,1,0
2022,234,1,0,3,0
2022,235,0,0,2,0
2022,236,2,1,1,0
2022,237,1,0,2,0
2022,241,1,0,0,0
2022,244,1,1,0,0
2022,245,0,0,1,0
2022,246,1,2,0,0
2022,247,4,2,0,0
2022,249,0,1,1,0
2022,258,0,0,1,0
2022,259,1,0,5,0
2022,260,4,1,5,0
2022,261,1,0,3,0
2022,262,1,2,0,0
2022,263,0,0,2,0
2022,264,2,1,2,0
2022,265,2,0,1,0
2022,266,0,0,1,0
2022,269,1,0,3,0
2022,271,0,0,1,0
2022,273,1,5,1,0
2022,280,0,0,1,0
2022,290,0,0,1,0
2022,293,0,0,1,0
2022,295,0,0,4,0
2022,297,0,0,1,0
2022,303,1,0,0,0
2022,305,2,1,0,0
2022,306,1,0,0,0
2022,307,4,3,1,0
2022,335,1,1,0,0
2022,336,0,1,0,0
2022,343,4,8,0,0
2022,347,0,1,0,0
2022,348,0,1,0,0
2022,350,2,1,0,0
2022,351,0,1,0,0
2022,353,1,0,0,0
2022,358,3,5,0,0
2022,359,2,3,0,0
2022,360,3,2,0,0
2022,363,1,0,0,0
2022,364,1,0,0,0
2022,365,15,20,2,0
2022,366,3,4,0,0
2022,367,1,1,0,0
2022,368,1,3,0,0
2022,369,0,1,0,0
2022,371,1,1,0,0
2022,372,12,15,0,0
2022,373,33,46,0,0
2022,374,4,3,0,0
2022,375,27,34,3,0
2022,377,1,2,0,0
2022,378,11,8,0,0
2022,379,30,50,3,0
2022,380,13,20,0,0
2022,381,7,13,2,0
2022,382,0,2,0,0
2022,383,22,32,7,0
2022,384,16,32,5,0
2022,385,3,9,0,0
2022,386,21,61,12,0
2022,387,12,19,3,0
2022,388,6,15,4,0
2022,389,5,3,3,0
2022,390,3,22,3,0
2022,391,10,14,0,0
2022,392,10,25,4,0
2022,394,8,5,9,0
2022,395,5,4,0,0
2022,396,2,8,1,0
2022,397,12,12,6,0
2022,398,13,19,13,0
2022,399,1,1,1,0
2022,400,3,15,9,0
2022,401,16,77,33,0
2022,402,6,31,6,0
2022,403,2,1,1,0
2022,404,4,0,4,0
2022,405,5,8,0,0
2022,406,3,6,0,0
2022,407,7,37,17,0
2022,408,3,42,10,0
2022,409,4,15,1,0
2022,410,5,28,23,0
2022,411,6,6,0,0
2022,412,4,43,8,0
2022,413,8,36,13,0
2022,414,5,35,18,0
2022,415,5,9,4,0
2022,416,4,13,4,0
2022,417,3,20,1,0
2022,418,9,17,2,0
2022,419,11,19,10,0
2022,420,5,45,18,0
2022,421,3,14,1,0
2022,422,9,49,0,0
2022,423,13,37,0,0
2022,424,7,23,0,0
2022,425,14,26,0,0
2022,426,9,35,0,0
2022,427,1,11,0,0
2022,428,5,14,0,0
2022,429,1,6,0,0
2022,430,11,34,0,0
2022,431,0,6,0,0
2022,432,4,42,0,0
2022,433,8,61,0,0
2022,435,3,5,0,0
2022,436,0,1,0,0
2022,437,3,11,0,0
2022,438,0,9,0,0
2022,439,0,2,0,0
2022,440,1,8,0,0
2022,441,0,4,0,0
2022,442,5,2,0,0
2022,444,0,3,0,0
2022,445,5,4,0,0
2022,NA,9,12,7,0
NA,NA,0,1,0,0
